,year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
65,1997-1998,105,1,1,MISSOUR,"CLAY, WILLIAM",2,1,3,1,0.666666687,2,MO,26,4,0,29,0,0,4/30/1931,65,0.74000001,30858,0.555280149,0.462716758,0.70599997,0.194999993,0.992433369,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,100,6,85,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
66,1997-1998,105,1,1,NORTH C,"CLAYTON, EVA",1,3,4,1,0.25,1,NC,34,5,0,5,1,0,9/16/1934,62,0.629999995,22065,0.550407887,0.416103363,0.578000009,0.093000002,0.419814467,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,100,5,85,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
67,1997-1998,105,1,5,TENNESS,"CLEMENT, ROBERT N.",2,2,4,1,0.5,1,TN,43,6,0,10,0,1,9/23/1943,53,0.550000012,34396,0.535228908,0.753879786,0.75,0.232999995,0.952231944,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,75,45,70,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
68,1997-1998,105,1,6,SOUTH C,"CLYBURN, JAMES E.",3,0,3,1,1,1,SC,41,5,0,5,0,0,7/21/1940,56,0.649999976,22973,0.542868078,0.372686148,0.592000008,0.113999993,0.489474624,0.428571433,0,0,0.642857134,0.727272749,0.779999971,0.07,0.01,0.029999999,0.100000001,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
69,1997-1998,105,2,6,NORTH C,"COBLE, HOWARD",0,0,0,0,0,1,NC,34,5,1,13,0,1,3/18/1931,65,0.330000013,35953,0.523728311,0.913247108,0.720999956,0.189999998,0.471546113,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1997-1998,105,2,2,OKLAHOM,"COBURN, THOMAS A.",3,0,3,1,1,1,OK,37,7,1,3,0,1,3/14/1948,48,0.469999999,24808,0.523528755,0.771016121,0.67900002,0.116000004,0.374052018,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,1997-1998,105,2,3,GEORGIA,"COLLINS, MICHAEL A. (MAC)",2,2,4,1,0.5,1,GA,11,5,1,5,0,1,10/14/1944,52,0.419999987,36742,0.525654316,0.803274989,0.716999948,0.155000001,0.564850628,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,1997-1998,105,2,19,TEXAS,"COMBEST, LARRY E.",1,1,2,1,0.5,1,TX,44,7,1,13,0,1,3/20/1945,51,0.25999999,32227,0.518011093,0.860993207,0.75999999,0.207999989,0.815387011,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1997-1998,105,1,18,CALIFOR,"CONDIT, GARY A.",1,1,2,1,0.5,1,CA,5,9,0,8,0,1,4/20/1948,48,0.460000008,31574,0.506511152,0.757198632,0.664000034,0.125,0.807948291,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,63,40,55,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1
74,1997-1998,105,1,14,MICHIGA,"CONYERS, JOHN, JR.",0,2,2,0,0,1,MI,23,3,0,33,0,0,5/16/1929,67,0.860000014,28875,0.557708144,0.292405963,0.691999972,0.125,1,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
75,1997-1998,105,2,2,UTAH,"COOK, MERRILL A.",3,2,5,1,0.600000024,3,UT,45,8,1,1,0,1,5/6/1946,50,0.409999996,36350,0.513220489,0.943661273,0.874000013,0.270999998,0.996736586,0.456521749,0.5,0.151162788,0.380434781,0.733333349,0.119999997,0.059999999,0.569999993,0.039999999,0.209999993,0,90,15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,1997-1998,105,2,5,LOUISIA,"COOKSEY, JOHN CHARLES",3,0,3,1,1,1,LA,19,7,1,1,0,1,4/20/1941,55,0.479999989,27817,0.534038424,0.768340588,0.729000032,0.174999997,0.565097809,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,13,95,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
77,1997-1998,105,1,12,ILLINOI,"COSTELLO, JERRY F.",1,2,3,1,0.333333343,2,IL,14,3,0,9,0,1,9/25/1949,47,0.560000002,31003,0.524219215,0.814660668,0.719000041,0.138999999,0.775080919,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,63,90,45,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
78,1997-1998,105,2,47,CALIFOR,"COX, C. CHRISTOPHER",1,1,2,1,0.5,2,CA,5,9,1,9,0,1,10/16/1952,44,0.360000014,59936,0.516509712,0.835782945,0.896999955,0.370999992,0.995560944,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
79,1997-1998,105,1,14,PENNSYL,"COYNE, WILLIAM J.",0,0,0,0,0,2,PA,39,2,0,17,0,1,8/24/1936,60,0.589999974,32274,0.545278668,0.804624379,0.75999999,0.226000011,0.996090412,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,100,5,85,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
80,1997-1998,105,2,5,ALABAMA,"CRAMER, BUD",1,0,1,1,1,1,AL,1,6,1,7,0,1,8/22/1947,49,0.430000007,33189,0.52021879,0.834176183,0.715999961,0.203999996,0.6112656,0.297071129,0.5,0.314009666,0.54838711,0.53435117,0.689999998,0.129999995,0.02,0.039999999,0.119999997,63,60,40,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1
81,1997-1998,105,2,8,ILLINOI,"CRANE, PHILIP M.",7,1,8,1,0.875,1,IL,14,3,1,29,0,1,11/3/1930,66,0.409999996,53105,0.5084095,0.922175586,0.870999992,0.302000016,0.944578588,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,1997-1998,105,2,2,IDAHO,"CRAPO, MICHAEL D.",3,2,5,1,0.600000024,3,ID,13,8,1,5,0,1,5/20/1951,45,0.319999993,29736,0.508544564,0.938918352,0.806999981,0.187000006,0.606815338,NA,NA,NA,NA,NA,0.430000007,0.150000006,0.150000006,0.02,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,1997-1998,105,2,1,WYOMING,"CUBIN, BARBARA",0,2,2,0,0,1,WY,51,8,1,3,1,1,11/30/1946,50,0.5,32216,0.505000591,0.941517413,0.829999983,0.187999994,0.649190426,0.349206358,0.386363626,0.232142851,0.55384618,0.673913062,0.49000001,0.180000007,0.07,0.02,0.239999995,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,1997-1998,105,1,7,MARYLAN,"CUMMINGS, ELIJAH E.",1,0,1,1,1,1,MD,21,5,0,1,0,0,1/18/1951,45,0.810000002,30115,0.543472767,0.272132248,0.639999986,0.160999998,0.991948843,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,5,90,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
85,1997-1998,105,2,51,CALIFOR,"CUNNINGHAM, RANDY (DUKE)",2,1,3,1,0.666666687,1,CA,5,9,1,7,0,1,12/8/1941,55,0.379999995,50405,0.502373099,0.845932305,0.875999987,0.344999999,0.966889024,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1997-1998,105,1,6,MISSOUR,"DANNER, PAT",2,2,4,1,0.5,2,MO,26,4,0,5,1,1,1/13/1934,63,0.460000008,32516,0.524211109,0.96473217,0.784000039,0.159999996,0.624808729,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,63,70,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
87,1997-1998,105,1,7,ILLINOI,"DAVIS, DANNY K.",0,2,2,0,0,1,IL,14,3,0,1,0,0,9/16/1941,55,0.819999993,28513,0.54544425,0.28996554,0.666000009,0.208999991,1,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,100,10,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
88,1997-1998,105,1,11,FLORIDA,"DAVIS, JIM",0,2,2,0,0,1,FL,10,5,0,1,0,1,10/11/1957,39,0.519999981,31197,0.52428931,0.787351191,0.745000005,0.193999991,0.987653732,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,88,32,65,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
89,1997-1998,105,2,11,VIRGINIA,"DAVIS, THOMAS M.",2,1,3,1,0.666666687,3,VA,47,5,1,3,0,1,1/5/1949,48,0.479999989,59989,0.510028958,0.807234526,0.904000044,0.442999989,0.983555496,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,63,65,45,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0
90,1997-1998,105,2,9,GEORGIA,"DEAL, NATHAN",3,1,4,1,0.75,1,GA,11,5,1,5,0,1,8/25/1942,54,0.349999994,30691,0.515839458,0.946520269,0.609000027,0.113999993,0.221460477,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,90,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,1997-1998,105,1,4,OREGON,"DEFAZIO, PETER A.",0,0,0,0,0,2,OR,38,9,0,11,0,1,5/27/1947,49,0.449999988,29057,0.516684651,0.960073173,0.79400003,0.171000004,0.611224949,0.576271176,0.428571433,0.087719299,0.5,0.660000026,0.460000008,0.140000001,0.050000001,0.059999999,0.289999992,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
92,1997-1998,105,1,1,COLORAD,"DEGETTE, DIANA L.",2,0,2,1,1,1,CO,6,8,0,1,1,1,7/29/1957,39,0.610000014,31355,0.519610584,0.729565382,0.789000034,0.268000007,0.999734104,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
93,1997-1998,105,1,10,MASSACH,"DELAHUNT, WILLIAM D.",2,0,2,1,1,2,MA,22,1,0,1,0,1,7/18/1941,55,0.560000002,45134,0.532984495,0.946745336,0.866999984,0.263999999,0.726320684,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
94,1997-1998,105,1,3,CONNECT,"DELAURO, ROSA L.",2,1,3,1,0.666666687,2,CT,7,1,0,7,1,1,3/2/1943,53,0.569999993,47357,0.531420171,0.841452062,0.796999991,0.268000007,0.878460646,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
95,1997-1998,105,2,22,TEXAS,"DELAY, THOMAS D.",1,0,1,1,1,1,TX,44,7,1,13,0,1,4/8/1947,49,0.379999995,46628,0.499875814,0.769422352,0.843000054,0.325999975,0.866982102,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1997-1998,105,1,9,CALIFOR,"DELLUMS, RONALD V.",2,1,3,1,0.666666687,1,CA,5,9,0,27,0,0,11/24/1935,61,0.75,36561,0.516221344,0.453612983,0.801999986,0.354000002,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
97,1997-1998,105,1,20,FLORIDA,"DEUTSCH, PETER",1,1,2,1,0.5,4,FL,10,5,0,5,0,1,4/1/1957,39,0.589999974,41369,0.518286288,0.921062052,0.809000015,0.218999997,0.911160171,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,6,90,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
98,1997-1998,105,2,21,FLORIDA,"DIAZ-BALART, LINCOLN",0,2,2,0,0,2,FL,10,5,1,5,0,0,8/13/1954,42,0.449999988,34528,0.528425515,0.875549078,0.676999986,0.193999991,0.991498947,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,25,100,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
99,1997-1998,105,2,4,ARKANSA,"DICKEY, JAY",2,2,4,1,0.5,1,AR,4,7,1,5,0,1,12/14/1939,57,0.600000024,24217,0.531051695,0.724249065,0.638999999,0.113999993,0.477658987,0.32520324,0.416666657,0.408163279,0.682539701,0.578947365,0.730000019,0.07,0.01,0.02,0.170000002,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,1997-1998,105,1,6,WASHING,"DICKS, NORMAN",0,2,2,0,0,1,WA,48,9,0,21,0,1,12/16/1940,56,0.5,32939,0.509335399,0.873283386,0.823000014,0.177999988,0.741329491,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,5,85,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
101,1997-1998,105,1,16,MICHIGA,"DINGELL, JOHN DAVID, JR.",2,2,4,1,0.5,2,MI,23,3,0,42,0,1,7/8/1926,70,0.540000021,40922,0.523394883,0.965932012,0.74000001,0.128999993,0.867845416,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,63,29,60,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
102,1997-1998,105,1,32,CALIFOR,"DIXON, JULIAN CAREY",0,1,1,0,0,1,CA,5,9,0,19,0,0,8/8/1934,62,0.810000002,31990,0.530105412,0.321808606,0.699000001,0.232999995,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,85,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
103,1997-1998,105,1,10,TEXAS,"DOGGETT, LLOYD",2,0,2,1,1,1,TX,44,7,0,3,0,1,10/6/1946,50,0.540000021,35723,0.50337559,0.72922045,0.831999958,0.344999999,0.920858979,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,5,70,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
104,1997-1998,105,1,20,CALIFOR,"DOOLEY, CALVIN",2,0,2,1,1,1,CA,5,9,0,7,0,1,1/11/1954,43,0.519999981,22472,0.477419972,0.486915678,0.479000002,0.064000003,0.727800608,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,80,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
105,1997-1998,105,2,4,CALIFOR,"DOOLITTLE, JOHN T.",1,1,2,1,0.5,3,CA,5,9,1,7,0,1,10/30/1950,46,0.379999995,40604,0.492956787,0.926745057,0.851000011,0.21100001,0.615629911,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1997-1998,105,1,18,PENNSYL,"DOYLE, MICHAEL F.",1,3,4,1,0.25,2,PA,39,2,0,3,0,1,8/5/1953,43,0.519999981,35343,0.544390023,0.912388384,0.800000012,0.209999993,0.979799628,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,50,89,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
107,1997-1998,105,2,28,CALIFOR,"DREIER, DAVID",0,0,0,0,0,3,CA,5,9,1,17,0,1,7/5/1952,44,0.449999988,49369,0.522332549,0.709238708,0.824999988,0.256000012,0.997380137,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,1997-1998,105,2,2,TENNESS,"DUNCAN, JOHN J., JR.",2,2,4,1,0.5,1,TN,43,6,1,9,0,1,7/21/1947,49,0.419999987,30917,0.530146956,0.922770262,0.699999988,0.192999989,0.639918864,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1997-1998,105,2,8,WASHING,"DUNN, JENNIFER",0,2,2,0,0,1,WA,48,9,1,5,1,1,7/29/1941,55,0.469999999,47389,0.50643605,0.920130134,0.886999965,0.289999992,0.793533683,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,80,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1997-1998,105,1,11,TEXAS,"EDWARDS, CHET",0,1,1,0,0,1,TX,44,7,0,7,0,1,11/24/1951,45,0.419999987,26698,0.501939416,0.760475218,0.726000011,0.148000002,0.713775814,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,20,85,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
111,1997-1998,105,2,3,MICHIGA,"EHLERS, VERNON J.",2,2,4,1,0.5,1,MI,23,3,1,3,0,1,2/6/1943,53,0.389999986,37093,0.519276202,0.895527363,0.799000025,0.191,0.754916012,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,25,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
112,1997-1998,105,2,2,MARYLAN,"EHRLICH, ROBERT L., JR.",0,0,0,0,0,1,MD,21,5,1,3,0,1,11/25/1947,49,0.400000006,45303,0.519793272,0.916872323,0.780999959,0.22299999,0.823801219,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,25,55,25,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
113,1997-1998,105,2,8,MISSOUR,"EMERSON, JOANN",4,0,4,1,1,1,MO,26,4,1,1,1,1,9/16/1950,46,0.449999988,22406,0.528444648,0.947616518,0.589999974,0.094999999,0.372604847,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1997-1998,105,1,17,NEW YOR,"ENGEL, ELIOT L.",1,2,3,1,0.333333343,4,NY,33,2,0,9,0,1,2/18/1947,49,0.850000024,32400,0.562876165,0.402702212,0.666000009,0.171000004,0.996703625,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
115,1997-1998,105,2,21,PENNSYL,"ENGLISH, PHILIP S.",0,0,0,0,0,2,PA,39,2,1,3,0,1,6/20/1956,40,0.49000001,31144,0.526530504,0.952493966,0.764999986,0.145999998,0.562802911,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,38,100,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
116,1997-1998,105,2,1,NEVADA,"ENSIGN, JOHN E.",1,1,2,1,0.5,1,NV,29,8,1,3,0,1,3/25/1958,38,0.50999999,34114,0.496326774,0.795308173,0.759000003,0.133000001,0.998647153,NA,NA,NA,NA,NA,0.409999996,0.239999995,0.090000004,0.039999999,0.219999999,25,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
117,1997-1998,105,1,14,CALIFOR,"ESHOO, ANNA G.",1,1,2,1,0.5,2,CA,5,9,0,5,1,1,12/13/1942,54,0.579999983,59492,0.496872157,0.780703545,0.879999995,0.442000002,0.984651506,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
118,1997-1998,105,1,2,NORTH C,"ETHERIDGE, BOBBY R.",1,2,3,1,0.333333343,1,NC,34,5,0,1,0,1,8/7/1941,55,0.419999987,32469,0.528623581,0.762264252,0.704999983,0.181000009,0.417730242,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,88,40,60,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
119,1997-1998,105,1,17,ILLINOI,"EVANS, LANE",0,0,0,0,0,2,IL,14,3,0,15,0,1,8/4/1951,45,0.50999999,30838,0.525978267,0.946501493,0.763000011,0.133000001,0.617446125,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
120,1997-1998,105,2,2,ALABAMA,"EVERETT, TERRY",0,0,0,0,0,1,AL,1,6,1,5,0,1,2/15/1937,59,0.370000005,29492,0.528880954,0.747780323,0.681999981,0.167000011,0.581046999,0.297071129,0.5,0.314009666,0.54838711,0.53435117,0.689999998,0.129999995,0.02,0.039999999,0.119999997,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1997-1998,105,2,15,ILLINOI,"EWING, THOMAS W.",4,2,6,1,0.666666687,1,IL,14,3,1,5,0,1,9/19/1935,61,0.449999988,33972,0.518100083,0.897461534,0.796999991,0.21100001,0.66282028,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,1997-1998,105,1,17,CALIFOR,"FARR, SAM",1,0,1,1,1,1,CA,5,9,0,5,0,1,7/4/1941,55,0.550000012,37401,0.490760863,0.694746435,0.745000005,0.230000004,0.845828474,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,6,85,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
123,1997-1998,105,1,2,PENNSYL,"FATTAH, CHAKA",2,1,3,1,0.666666687,1,PA,39,2,0,3,0,0,11/21/1956,40,0.860000014,30193,0.559686124,0.346627772,0.691999972,0.218999997,0.999278724,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,88,5,80,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
124,1997-1998,105,2,13,ILLINOI,"FAWELL, HARRIS W.",1,2,3,1,0.333333343,1,IL,14,3,1,13,0,1,3/25/1929,67,0.409999996,55481,0.511931419,0.916487455,0.889999986,0.349999994,0.957780063,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,38,45,35,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
125,1997-1998,105,1,3,CALIFOR,"FAZIO, VICTOR HERBERT",3,1,4,1,0.75,1,CA,5,9,0,19,0,1,10/11/1942,54,0.449999988,35293,0.516672432,0.821869731,0.790000021,0.199000001,0.817793608,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,75,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
126,1997-1998,105,1,50,CALIFOR,"FILNER, BOB",1,1,2,1,0.5,4,CA,5,9,0,5,0,1,9/4/1942,54,0.600000024,30213,0.502829194,0.464985549,0.67900002,0.138999999,0.991111875,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,85,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
127,1997-1998,105,1,6,NEW YOR,"FLAKE, FLOYD H.",2,2,4,1,0.5,1,NY,33,2,0,11,0,0,1/30/1945,51,0.850000024,40927,0.544313014,0.293055594,0.689999998,0.145999998,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
128,1997-1998,105,1,1,PENNSYL,"FOGLIETTA, THOMAS M.",0,0,0,0,0,2,PA,39,2,0,17,0,1,12/3/1928,68,0.829999983,24506,0.548750818,0.376631647,0.58099997,0.103999995,1,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,60,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
